Student_ID,Study_Hours_Per_Day,Attendance_Rate_Percentage,Sleep_Hours_Per_Day,Extracurricular_Hours_Per_Week,Stress_Level,Exam_Score,Passed
STU_0968,6.17,73,6.32,14,Moderate,100.0,Yes
STU_0969,2.96,60,4.82,6,High,70.24,Yes
STU_0970,1.7,65,7.32,0,High,73.12,Yes
STU_0971,3.16,67,4.71,2,High,88.93,Yes
STU_0972,2.29,40,6.92,12,High,59.25,Yes
STU_0973,4.2,72,5.36,2,High,80.53,Yes
STU_0974,2.31,60,9.38,0,High,49.41,Yes
STU_0975,2.51,59,8.09,5,High,56.02,Yes
STU_0976,1.41,52,7.13,14,High,43.71,Yes
STU_0977,2.51,69,8.52,12,High,81.83,Yes
STU_0978,1.14,62,5.98,10,High,55.93,Yes
STU_0979,1.59,50,7.65,13,High,59.02,Yes
STU_0980,4.07,69,7.24,8,Moderate,68.64,Yes
STU_0981,4.11,58,7.32,7,High,73.92,Yes
STU_0982,3.56,53,8.53,10,High,83.6,Yes
STU_0983,2.04,53,7.88,6,High,63.59,Yes
STU_0984,2.95,68,7.35,9,Moderate,73.72,Yes
STU_0985,3.0,69,5.01,7,High,80.22,Yes
STU_0986,1.89,61,5.85,5,Moderate,75.29,Yes
STU_0987,5.48,77,6.85,8,High,100.0,Yes
STU_0988,4.27,71,7.11,2,High,89.55,Yes
STU_0989,2.75,55,5.64,14,High,70.54,Yes
STU_0990,3.04,65,9.89,9,High,94.04,Yes
STU_0991,3.27,69,8.82,9,Moderate,61.61,Yes
STU_0992,1.33,61,7.72,8,High,62.07,Yes
STU_0993,2.72,70,7.09,3,Moderate,72.28,Yes
STU_0994,2.29,64,6.75,6,High,71.63,Yes
STU_0995,2.01,60,5.86,14,Moderate,57.84,Yes
STU_0996,2.68,69,7.09,12,High,72.11,Yes
STU_0997,6.17,74,7.31,8,Low,100.0,Yes
STU_0998,3.88,58,5.51,1,High,100.0,Yes
STU_0999,2.39,58,7.4,1,High,72.76,Yes
STU_1000,3.78,59,6.81,8,High,73.72,Yes
